"STYLE_CD","COUNT(*)"
BRJBM17711,3
BRJBM17712,3
BRJBM18642,3
BRJBM19621,3
BRJBM20511,3
BRJBM20531,3
BRJBS16132,3
BRJBS19211,3
BRJBW17571,3
BRJBW17733,6
BRJBW18423,3
BRJBW18431,6
BRJBW18511,3
BRJBW18724,3
BRJBW19473,3
BRJBW19615,3
BRJBW20221,3
BRJBW20321,3
BRJCA15441,6
BRJCA19531,3
BRJCM17458,3
BRJCM17552,6
BRJCM18513,9
BRJCM18514,9
BRJCM18632,6
BRJCM19413,6
BRJCM19414,3
BRJCM19683,3
BRJCM20561,3
BRJCM20611,6
BRJCM21423,3
BRJCM21521,3
BRJCW21454,6
BRJM45111,1
BRJM55511,3
BRJS44211,1
BRJS44511,1
BRLW49111,1
BRMM44041,2
BRMM44421,2
BRMM44511,2
BRMM44921,1
BRMM45021,1
BRMM45121,1
BRMM45311,1
BRMM46021,1
BRMM47411,1
BRMM54111,1
BRMM54311,1
BRMM55111,4
BRMM55211,4
BRMM56121,4
BRMS44031,1
BRMS55011,1
BRMS55021,1
BRMW44021,1
BRMW45221,1
BRNA41411,1
BRNA45411,1
BRNA45521,1
BRNA48211,1
BRNM44711,1
BRNM47111,2
BRNM47711,1
BRNM47811,1
BRNM48011,1
BRNM51211,9
BRNM58321,3
BRNM58711,3
BRNM59011,1
BRNS41111,1
BRNS41811,1
BRNS41911,1
BRNS44311,1
BRNS44411,2
BRNS45211,1
BRNS45511,1
BRNS47311,1
BRNS47411,1
BRNS47711,2
BRNS54211,1
BRNS54411,1
BRNS54511,1
BRNS54611,3
BRNS57311,1
BRNW41321,1
BRNW41611,1
BRNW47221,1
BRNW47311,1
BROA41211,1
BROA46311,1
BROA49111,1
BROM47311,1
BROM53111,3
BROM56111,3
BROS41211,1
BROW47111,1
BRPAA16721,9
BRPAA17432,4
BRPAA17711,12
BRPAA18411,3
BRPAA18431,9
BRPAA19431,3
BRPAA19433,3
BRPAM16462,4
BRPAM16641,9
BRPAM16713,18
BRPAM16715,6
BRPAM16723,3
BRPAM16911,3
BRPAM17611,6
BRPAM17711,6
BRPAM17912,6
BRPAM18416,3
BRPAM18552,3
BRPAM18615,6
BRPAM18617,6
BRPAM18622,3
BRPAM18633,3
BRPAM19563,3
BRPAM19613,12
BRPAM19634,3
BRPAM19712,3
BRPAM20471,20
BRPAM21423,3
BRPAM21564,6
BRPAM22414,9
BRPAM22523,3
BRPAM22551,3
BRPAM22553,3
BRPAS16461,8
BRPAS17441,3
BRPAS18713,3
BRPAW15724,9
BRPAW16711,4
BRPAW16742,6
BRPAW18521,13
BRPAW18631,6
BRPAW18645,3
BRPAW19511,3
BRPAW19512,12
BRPAW20652,3
BRPAW21677,9
BRPDM20521,3
BRPDM21414,3
BRPDS21811,4
BRPDS22132,3
BRSAA18451,3
BRSAA18471,6
BRSAA19413,6
BRSAA21111,9
BRSAA21251,4
BRSAM16511,6
BRSAM16512,8
BRSAM16531,4
BRSAM16571,6
BRSAM16735,3
BRSAM17511,6
BRSAM17571,12
BRSAM18431,9
BRSAM18432,9
BRSAM18471,3
BRSAM18472,3
BRSAM18474,3
BRSAM18531,3
BRSAM18794,12
BRSAM20473,6
BRSAM20512,6
BRSAM20572,3
BRSAM20574,6
BRSAM20591,6
BRSAM21432,3
BRSAM21461,3
BRSAM21462,5
BRSAM21531,3
BRSAM21641,6
BRSAM21661,3
BRSAS22152,3
BRSAS22711,6
BRSAW15431,3
BRSAW15771,3
BRSAW15796,3
BRSAW16791,6
BRSAW20511,3
BRSAW20572,3
BRSAW21521,6
BRSAW21811,3
BRSDA20551,6
BRSDA21231,3
BRSDA21253,3
BRSDA21264,3
BRSDM20751,3
BRSDS19715,3
BRSDS19755,3
BRSDS20711,6
BRSDS20752,3
BRSDS21242,3
BRSDS21262,3
BRSDX20711,12
BRSFA15481,12
BRSFA16714,4
BRSFM16542,6
BRSFM16572,3
BRSFM16671,3
BRSFM17111,3
BRSFM17511,6
BRSFS16441,6
BRSFS17475,24
BRSFS17712,3
BRSFW15471,8
BRSFW15721,3
BRSFW16114,3
BRSFW16171,6
BRSFW16441,6
BRSM41611,2
BRSM44311,2
BRSM44411,2
BRSS45511,2
BRSS54211,2
BRSW41211,2
BRSW42311,2
BRSW44311,2
BRSW46211,2
BRTAA15710,3
BRTAA19412,9
BRTAA22211,15
BRTAM16440,6
BRTAM16520,6
BRTAM16630,3
BRTAM17515,3
BRTAM17570,3
BRTAM17650,12
BRTAM18422,6
BRTAM19420,6
BRTAM19450,6
BRTAM19520,6
BRTAM20424,6
BRTAM20442,6
BRTAM20450,6
BRTAW15580,3
BRTX44111,3
BRTX44311,2
BRTX54521,1
BRUAA15431,3
BRUAA16433,4
BRUAA17411,3
BRUAA18411,3
BRUAA19411,3
BRUAA21211,6
BRUAM16623,3
BRUAM17901,6
BRUAM17902,3
BRUAM18512,3
BRUAM18912,6
BRUAM19422,3
BRUAM19431,6
BRUAM20411,9
BRUAM20521,6
BRUAM22451,3
BRUAM22551,3
BRUAS16432,3
BRUAS16514,3
BRUAW15551,8
BRUAW16352,6
BRUAW16354,3
BRUAW16551,6
BRUAW16665,3
BRUAW16667,14
BRUAW17851,4
BRUAW17961,6
BRUAW18111,3
BRUAW18451,15
BRUDW15351,4
BRUDW16353,3
BRUDW21411,4
BRUDX22311,3
BRWAA15760,6
BRWAA16553,6
BRWAA19401,6
BRWAA20553,4
BRWAA21121,12
BRWAA21123,4
BRWAA21252,15
BRWAS19553,3
BRWAS21251,3
BRWAS22221,3
BRWAW15330,9
BRWAW16560,3
BRWAW16641,3
BRWAW16763,6
BRWAW17361,6
BRWAW17551,6
BRWAW17961,6
BRWAW18444,9
BRWAW20401,9
BRWAW20561,18
BRWAW20731,12
BRWAW21421,15
BRWAW21533,6
C3AIM17101,3
C3RAM18620,6
C3RAW18630,6
C3RAX19300,6
C9CAM20212,3
C9FBM17931,3
C9FBM18413,3
C9FBM20211,3
C9FBM20217,3
C9FBM20232,3
C9FBM22401,3
C9FBW17831,3
C9FBW17934,3
C9FBW18933,3
C9FBW19731,3
C9FBW19751,3
C9FBW20511,3
C9FBW20513,3
C9FBW21712,3
C9FBX16911,3
C9FCM17351,3
C9FCM17912,3
C9FCM17913,3
C9FCM19511,3
C9FCW20613,3
C9FCW20731,3
C9FCW21711,3
C9FCW21712,3
C9JAM20312,3
C9SAM17912,3
C9SAM17972,3
C9SAM18471,6
C9SAW21001,3
C9SAW21003,3
C9SAX16911,3
C9WAW20642,6
C9WAW20861,6
CAAAX17211,3
CAAAX17793,1
CAAAX18211,6
CAAAX18212,13
CAAAX19201,6
CAAAX19211,15
CAAAX19501,9
CAAAX19910,3
CAAAX19991,6
CAAAX20115,3
CAABX18521,6
CAACX17031,3
CAACX17231,18
CAACX17532,6
CAACX18432,12
CAACX19431,9
CAACX22411,6
CAAIX16099,15
CAAIX16266,3
CAAIX16677,3
CAAIX16699,3
CAAIX17221,6
CAAIX17231,3
CAAIX17543,3
CAAIX17553,3
CAAIX18151,27
CAAIX18244,3
CAAIX18245,3
CAAIX18252,3
CAAIX18516,3
CAAIX18532,3
CAAIX18552,3
CAAIX19212,3
CAAIX19213,7
CAAIX19214,3
CAAIX19241,3
CAAIX19252,3
CAAIX19273,3
CAAIX19274,3
CAAIX19510,3
CAAIX19516,3
CAAIX19521,3
CAAIX19551,3
CAAIX19553,3
CAAIX20313,6
CAAIX20516,3
CAAIX20521,3
CAAIX20541,3
CAAIX20544,3
CAAIX20911,6
CAAJX19839,3
CAAJX19840,3
CAAJX20831,6
CAAJX21001,3
CAAZX16011,15
CAAZX16033,6
CABAX18249,6
CABAX19201,9
CABAX19202,9
CABAX19208,3
CABAX19521,3
CABAX19531,3
CABAX20232,3
CAHAX17811,8
CAHAX18831,6
CALAX16511,9
CALAX16633,6
CALAX17239,12
CALAX17241,12
CALAX17512,6
CALAX17517,6
CALAX17641,6
CALAX18235,9
CALAX18236,12
CALAX18455,9
CALAX19235,6
CALAX19451,15
CALAX20215,12
CALAX20236,6
CALAX20452,9
CALAX20512,9
CALAX20518,6
CALAX20523,6
CALAX20611,9
CALAX21482,6
CARAX19812,12
CARAX20411,6
CARAX20611,6
CARAX21431,3
CARAX21481,3
CAZBX19112,3
CBTAX15033,6
CFBX40201,1
CFCAW15001,6
CFCAW15003,3
CFCAW15101,3
CFCAW15111,3
CFCAW15161,3
CFCAW15440,3
CFCDA15821,3
CFCM51211,3
CFCM53101,3
CFCW42601,1
CFDA40201,1
CFDA40601,1
CFDAM16200,3
CFDAW15110,3
CFDAW15920,3
CFDAW15921,3
CFDM40501,1
CFDM43301,1
CFDM44301,1
CFDM46401,1
CFDM47101,1
CFDM50511,3
CFDM51101,3
CFDM51401,3
CFDM51501,3
CFDM52101,3
CFDM52201,6
CFDM53511,3
CFDM54111,3
CFDM57601,3
CFDM57701,3
CFDW42001,1
CFDW46111,1
CFFX43001,1
CFGX40301,1
CFJAA15820,3
CFJLW15120,3
CFJM42501,1
CFJS50501,3
CFKAA15810,3
CFKAW15131,3
CFKAW15932,3
CFKAW15950,3
CFMM42301,1
CFMM42711,1
CFMM42801,1
CFMM43701,1
CFMM47011,1
CFMM52311,3
CFMW41111,1
CFMW41211,1
CFMW41601,1
CFOX41511,1
CFPA40201,1
CFPAA15720,3
CFPAA15821,3
CFPAA15830,3
CFPAM16140,6
CFPAM16420,3
CFPAM16460,3
CFPAM16540,3
CFPAW15121,6
CFPAW15123,3
CFPAW15130,3
CFPAW15220,3
CFPAW15230,3
CFPAW15240,3
CFPAW15300,3
CFPAW15951,3
CFPDW15810,3
CFPM51111,3
CFPM53101,3
CFPM57711,3
CFPS41101,1
CFPS46101,1
CFQX49101,1
CFSAA15741,3
CFSAA15750,6
CFSAW15860,4
CFSFA15871,3
CFSFM16300,3
CFSFM16310,3
CFSFM16400,3
CFSFW15500,3
CFSFW15920,3
CFSFW15931,3
CFSM41501,1
CFSM41601,1
CFSM48021,1
CFSM53221,3
CFSM54101,3
CFSM55011,3
CFSM57101,3
CFSS41301,1
CFTA40301,1
CFTAM16500,6
CFTAS16100,6
CFTAW15901,3
CFTM51011,3
CFTM52001,3
CFTS42001,1
CFTS50201,3
CFTS50301,1
CFUCW15150,3
CFUCW15900,3
CFUS50201,3
CFUW46801,1
CFWAA15831,3
CFWBW15190,3
CFWBW15300,3
CFWBW15520,6
CFWBW15841,3
CFWM41201,1
CFWM45301,1
CFWM53001,3
CFWM53011,3
CFWS50211,3
CFWS51101,6
CFWW41701,1
CFWW42311,1
CFXX43001,1
CFXX50111,3
CFXX51101,3
CFXX52101,3
CFXX53101,3
CFZ1X15007,3
CFZ1X15012,6
CFZX40201,1
CFZX42001,1
CFZX55501,1
CGABX15811,3
CGBAX15110,3
CGBAX15810,3
CGBAX15811,3
CGEBX15640,3
CGEBX15641,3
CGEBX15820,3
CGEBX15921,3
CGECX15920,3
CGEFX15852,3
CGLAX15644,3
CH1AX15840,3
CH1AX16300,6
CLCAW16011,3
CLCAW16044,3
CLCAW17851,3
CLCAW19852,3
CLCAW20811,3
CLPAM17111,3
CLPAM17441,3
CLPAM17442,5
CLPAM21112,3
CLSAM19293,3
CLSAM19294,3
CLSAM21115,4
CLSAM21122,3
CLTAM18371,15
CLTAM21112,6
CLTAM21114,6
CLUAW18713,3
CLUAW20881,4
CLUAW21711,4
CLWAM17242,6
COZX58091,1
COZX58201,1
COZX58211,1
COZX58221,1
COZX58231,1
COZX58281,1
COZX58321,1
COZX58381,1
COZX58431,1
COZX58481,1
COZX58511,1
COZX58531,1
CQBX40221,1
CQBX40991,1
CQCAM19111,3
CQDX40221,1
CQGX43111,1
CQMX40661,1
CQPAM19281,6
CQPAM20482,3
CQPAM21421,9
CQPAM22444,3
CQPAW20511,3
CQPAW21531,3
CQPAX16055,3
CQTAM17414,6
CQTAM17471,18
CQTAM17473,15
CQTAM18231,6
CQTAM18331,6
CQTAM18472,9
CQTAM18477,9
CQTAM20412,6
CQTAM20444,12
CQTAW17631,9
CQTAX21311,12
CQUAW21811,6
CQUAX22211,3
CQWAM18231,6
CQWAW21811,6
CRAAX21002,6
CRLAX16133,12
CTCAW19910,3
CTJCA19900,6
CTUCW17900,3
CTUCW18910,6
CTZ1X15001,32
CTZ1X15300,3
CU1AX16033,6
CU1AX18512,3
CU2AX18441,6
CU3AX17511,3
CU4AX16622,6
CU4AX17521,3
CU4AX18821,6
CU4AX19513,3
CU4AX21222,6
CWAX40221,5
CWAX40881,1
CWAX41881,2
CWAX42111,2
CWAX42771,1
CWAX43331,1
CWAX43521,2
CWAX43601,1
CWAX43651,1
CWAX44441,2
CWAX44661,1
CWAX45881,2
CWAX46111,1
CWAX46331,1
CWAX46441,1
CWAX46881,1
CWAX47111,2
CWAX48001,1
CWAX52661,3
CWAX52991,3
CWAX53111,6
CWAX54441,3
CWAX55001,3
CWAX55661,3
CWAX57111,3
CWAX59111,3
CWAX59221,3
CWBX40111,1
CWBX51551,1
CWBX52331,3
CWBX52661,3
CWBX53331,3
CWCA49331,1
CWCAA15066,6
CWCAA17611,3
CWCAA17612,3
CWCAA17613,3
CWCAA18523,4
CWCAA19612,3
CWCAA19614,3
CWCAA21501,3
CWCAM16011,12
CWCAS16033,4
CWCAS16077,3
CWCAS19221,3
CWCAW15511,3
CWCAW15611,3
CWCAW15744,6
CWCAW16255,3
CWCAW16611,3
CWCAW17832,3
CWCAW17834,3
CWCAW17855,12
CWCAW17875,3
CWCAW18836,4
CWCAW18871,3
CWCAW18872,3
CWCAW19763,3
CWCAW19822,3
CWCAW19871,3
CWCAW19891,6
CWCAW20731,9
CWCM52221,3
CWCM56551,3
CWCM56661,3
CWCW42221,1
CWCW42331,1
CWCW45661,1
CWCW45771,2
CWCW49661,1
CWCW49881,1
CWDA43221,1
CWDA43991,1
CWDA44401,1
CWDM40441,1
CWDM42881,1
CWDM45661,1
CWDM45881,1
CWDM47001,1
CWDM47221,1
CWDM47551,1
CWDM51441,4
CWDM53551,3
CWDM53771,6
CWDM55331,3
CWDM57221,5
CWDS44001,1
CWDS44221,1
CWDS44331,1
CWDS48121,1
CWDS54441,1
CWDW40041,1
CWDW44991,1
CWDW46101,1
CWDW46441,1
CWDW46801,1
CWEX40111,1
CWEX51441,3
CWEX51771,3
CWFBA15311,3
CWFBA16011,3
CWFBA16022,3
CWFBA17632,3
CWFBM16050,3
CWFBM16288,3
CWFBM16566,3
CWFBM16588,3
CWFBM16611,6
CWFBM17144,3
CWFBM17344,3
CWFBM18412,6
CWFBM18431,3
CWFBM18453,3
CWFBM18911,4
CWFBM19233,3
CWFBS20112,3
CWFBW15144,3
CWFBW15611,3
CWFBW15633,3
CWFBW15711,3
CWFBW15933,3
CWFBW16522,3
CWFBW17731,3
CWFBW17736,3
CWFBW17738,3
CWFBW17853,3
CWFBW17911,3
CWFBW18632,9
CWFBW18635,3
CWFBW18652,3
CWFBW18658,3
CWFBW18752,3
CWFBW19731,3
CWFBW19738,3
CWFBW19751,3
CWFBW19754,3
CWFBW19756,3
CWFBW19759,3
CWFBW19852,3
CWFBW20611,3
CWFBW20622,3
CWFBW21511,3
CWFBW21691,3
CWFBX15002,6
CWFBX22101,3
CWFCA15022,3
CWFCA15444,3
CWFCA16022,3
CWFCM17211,3
CWFCM17388,3
CWFCM18312,3
CWFCM18456,4
CWFCM18459,3
CWFCM18911,4
CWFCM18912,4
CWFCM19231,3
CWFCM19331,3
CWFCM19351,3
CWFCM19453,3
CWFCM20314,6
CWFCM20336,3
CWFCM20431,3
CWFCM21217,3
CWFCM21313,3
CWFCM21314,3
CWFCM21411,3
CWFCM21415,3
CWFCM21491,3
CWFCM22206,3
CWFCM22401,3
CWFCW15699,3
CWFCW15944,3
CWFCW16322,3
CWFCW16466,3
CWFCW16555,3
CWFCW17739,3
CWFCW17856,3
CWFCW18611,3
CWFCW18653,3
CWFCW18939,3
CWFCW19732,3
CWFCW19737,3
CWFCW19754,3
CWFCW20613,3
CWFCW20622,3
CWFCW20711,3
CWFX40111,1
CWFX40551,1
CWFX41331,1
CWGX40881,2
CWGX42111,1
CWGX44331,1
CWGX44551,1
CWGX47111,1
CWGX47331,1
CWGX49111,2
CWGX49221,3
CWGX50771,3
CWGX52331,3
CWGX59991,3
CWHX41111,1
CWHX50331,1
CWHX50991,3
CWJAA16033,3
CWJAA16044,3
CWJAA18712,4
CWJAA19722,3
CWJAM16188,3
CWJAM17432,6
CWJAM17452,3
CWJAM18331,3
CWJAM18334,6
CWJAM19614,3
CWJAM20371,8
CWJAM21331,8
CWJAM21334,3
CWJAS21114,3
CWJAW20854,4
CWJAW21854,3
CWJM40061,1
CWJM41221,1
CWJM42401,1
CWJM44111,1
CWJM50011,3
CWJM51331,6
CWMM41011,1
CWMM42331,1
CWMM42701,1
CWMM42991,1
CWMM43221,1
CWMM45221,1
CWMM46701,1
CWMM48111,1
CWMM48331,2
CWMM48401,2
CWMM48551,1
CWMM50331,3
CWMM50401,3
CWMM50661,3
CWMM52331,3
CWMM53201,3
CWMM54221,3
CWMM55661,4
CWMM55881,3
CWOX42661,1
CWOX43241,1
CWOX45111,1
CWOX45221,2
CWOX45331,1
CWOX50441,1
CWOX51901,3
CWPAA15044,3
CWPAA17541,6
CWPAA17583,3
CWPAA18651,3
CWPAM16344,3
CWPAM16388,3
CWPAM16433,3
CWPAM16455,3
CWPAM16566,6
CWPAM16633,6
CWPAM16711,3
CWPAM16766,6
CWPAM16777,3
CWPAM16788,3
CWPAM17211,6
CWPAM17344,6
CWPAM17442,3
CWPAM18373,3
CWPAM18473,3
CWPAM19311,10
CWPAM19318,3
CWPAM19372,3
CWPAM19373,8
CWPAM19441,3
CWPAM19442,4
CWPAM19443,4
CWPAM20332,3
CWPAS17182,3
CWPAS17184,3
CWPAS18241,3
CWPAS18286,6
CWPAW15611,6
CWPAW16177,6
CWPAW16211,3
CWPAW16411,3
CWPAW16422,6
CWPAW17815,4
CWPAW18722,3
CWPAW18814,3
CWPAW19712,4
CWPAX16922,6
CWPM41331,1
CWPM49771,1
CWPM51331,10
CWPM52111,3
CWPM52501,3
CWPM54551,1
CWPM55441,3
CWPW41111,1
CWPW42111,1
CWPW45301,1
CWPW45991,2
CWQX40331,1
CWQX40551,1
CWQX41331,1
CWSA40771,1
CWSA49661,2
CWSAA15033,4
CWSAA15166,6
CWSAA17537,3
CWSAA18534,3
CWSAA19531,3
CWSAA19532,3
CWSAA19533,3
CWSAA19534,3
CWSAA19536,3
CWSAA20514,5
CWSAA20515,5
CWSAA20516,3
CWSAA21501,6
CWSAA21503,3
CWSAM16122,8
CWSAM16266,6
CWSAM16311,3
CWSAM16344,3
CWSAM16855,3
CWSAM17117,3
CWSAM17118,3
CWSAM17252,30
CWSAM17452,9
CWSAM18253,27
CWSAM18274,6
CWSAM19278,3
CWSAM19286,4
CWSAM19352,4
CWSAM19354,3
CWSAM19371,3
CWSAM19453,3
CWSAM19471,3
CWSAM20194,3
CWSAM20263,3
CWSAM20264,3
CWSAM20332,3
CWSAM20335,4
CWSAS19116,3
CWSAS20121,3
CWSAS20122,3
CWSAW15566,3
CWSAW16244,6
CWSAW16299,3
CWSAW16422,6
CWSAW16433,3
CWSAW16499,6
CWSAW17653,12
CWSAW17672,9
CWSAW17731,3
CWSAW19751,3
CWSAW19773,7
CWSAX15933,6
CWSAX15944,3
CWSAX16022,3
CWSAX16044,3
CWSM40011,1
CWSM40041,1
CWSM41991,1
CWSM42111,1
CWSM43111,1
CWSM43771,1
CWSM43991,2
CWSM44001,1
CWSM44221,2
CWSM46301,1
CWSM46441,1
CWSM49221,1
CWSM50011,3
CWSM52661,3
CWSM52881,3
CWSM54771,3
CWSM55001,3
CWSM55221,3
CWSM55661,1
CWSM56661,4
CWSM57111,6
CWSM58111,4
CWSM58401,3
CWSS40661,1
CWSS43411,1
CWSS51111,4
CWSS51331,1
CWSS52111,3
CWSW42441,1
CWSW43441,1
CWSW45221,2
CWSW49441,1
CWTA41111,1
CWTAA20512,3
CWTAA20793,6
CWTAM16022,12
CWTAM16233,6
CWTAM16322,9
CWTAM16511,3
CWTAM17472,6
CWTAM17483,6
CWTAM18211,3
CWTAM18414,6
CWTAM18473,12
CWTAM19313,6
CWTAM19416,6
CWTAM19433,6
CWTAW15030,9
CWTAW15055,3
CWTAW15066,3
CWTAW17713,3
CWTAW17751,6
CWTAW18774,12
CWTAW18991,3
CWTAW19716,6
CWTAW19782,6
CWTAW19783,6
CWTAW20711,6
CWTAW20811,4
CWTAW20895,3
CWTAW20897,3
CWTAW21991,3
CWTAX19174,6
CWTAX19274,3
CWUAM19311,9
CWUAM19316,3
CWUAM20315,6
CWUAM20316,3
CWUAM22914,7
CWUAS16066,3
CWUAS16133,6
CWUAW15199,3
CWUAW15611,7
CWUAW16244,6
CWUAW16266,3
CWUAW16277,3
CWUAW17774,21
CWUAW17876,8
CWUAW18874,3
CWUAW18878,3
CWUAW19751,3
CWUAW19871,3
CWUAW19874,3
CWUAW19876,3
CWUAW20752,3
CWUAW20753,3
CWUDS22213,3
CWUDS22215,6
CWUDW16011,3
CWUDW16022,3
CWUDW17712,3
CWUDW19812,3
CWUM50661,3
CWUW42111,1
CWUW45111,1
CWUW46221,1
CWUW46331,2
CWWA41221,1
CWWA44221,1
CWWAA15022,3
CWWAA16022,6
CWWAA19641,6
CWWAA20642,6
CWWAS18332,3
CWWAS19131,6
CWWAS19251,3
CWWAS20211,3
CWWAS21002,3
CWWAS21003,6
CWWAS21102,6
CWWAW15766,5
CWWAW16055,6
CWWAW17001,6
CWWAW17731,9
CWWAW17861,9
CWWAW17863,6
CWWAW18743,6
CWWM41331,1
CWWS50441,3
CWWW41221,2
CWWW41771,1
CWWW42221,1
CWWW43551,1
CWWW45111,1
CWXX41111,2
CWXX41331,3
CWXX42661,3
CWXX43111,1
CWXX43721,1
CWXX45001,1
CWXX45221,1
CWXX45551,1
CWXX46001,1
CWXX46111,1
CWXX46551,2
CWXX51881,3
CWXX52221,6
CWXX52331,6
CWXX53441,6
CWXX53991,3
CWXX54001,3
CWXX56331,3
CWXX56441,3
CWXX58111,3
CWXX58221,6
CWZDM17005,9
CWZDX19002,3
CWZX40771,1
CWZX42551,1
CWZX42771,1
CWZX51331,3
CWZX53221,3
CWZX57001,3
CWZX57201,3
CWZX58111,3
CZAM42511,1
CZAM42521,1
CZBX42811,1
CZCAS16001,6
CZCAS17200,3
CZCAW15200,6
CZCAW16200,6
CZCAW17310,15
CZCAW17500,6
CZCAW17610,3
CZCAW19300,6
CZCW43251,1
CZCW45321,1
CZDW43411,4
CZDW43421,1
CZDW46211,1
CZEX40211,1
CZFM42621,1
CZFM42711,1
CZFM42821,1
CZGX41111,1
CZGX41121,1
CZGX42211,1
CZGX42621,1
CZJA41011,1
CZJA41021,1
CZJA47111,1
CZJAA15004,6
CZJAA16100,6
CZJAA17500,12
CZJAM16010,12
CZJAM16024,6
CZJAM17031,6
CZJAM17032,3
CZJAM17100,3
CZJAM17400,3
CZJAM17801,6
CZJAM18110,6
CZJAM18120,6
CZJAM18310,3
CZJAM18750,6
CZJAM18801,3
CZJAM19160,3
CZJAM19930,6
CZJAS17301,3
CZJAS19120,6
CZJAW15411,3
CZJAW15601,3
CZJAW15704,3
CZJAW16220,3
CZJAW16912,3
CZJCA15100,12
CZJCM16100,15
CZJCM16210,3
CZJCM16211,3
CZJCS17100,6
CZJCW15300,9
CZJCW15501,6
CZJCW15507,3
CZJCW16530,6
CZJCW17510,12
CZJCW18310,6
CZJCW18510,6
CZJM41111,1
CZJM41411,2
CZJM42121,1
CZJM45011,1
CZJM47011,1
CZJM47111,1
CZJM49131,1
CZJM53021,3
CZJM55021,3
CZJM55441,3
CZJM55911,3
CZJM58051,3
CZJM58321,3
CZJM59121,3
CZJS46221,1
CZJS46321,1
CZJS50111,3
CZJW44121,1
CZJW44211,1
CZJW44311,1
CZOX41111,1
CZOX46811,1
CZPA45111,1
CZPA47311,1
CZPA49021,1
CZPA49031,1
CZPAA18400,9
CZPAM16110,9
CZPAM16600,6
CZPAM16952,6
CZPAM17100,18
CZPAM17240,6
CZPAM17330,6
CZPAM19401,6
CZPAS17300,12
CZPAS19500,3
CZPAW15110,3
CZPAW16100,9
CZPAW16470,6
CZPAW17130,6
CZPAW17600,7
CZPAW18100,9
CZPAW18120,8
CZPAW18300,6
CZPAW19330,6
CZPDA17530,3
CZPDM17500,3
CZPDM17510,3
CZPDM18500,4
CZPDM18511,3
CZPDM19500,3
CZPDS16510,3
CZPDS19510,3
CZPDW19310,3
CZPDW19400,3
CZPM42011,1
CZPM42111,1
CZPM43411,2
CZPM43421,3
CZPM47321,1
CZPM47431,1
CZPM48311,1
CZPM50141,8
CZPM50721,4
CZPM52511,3
CZPM53021,3
CZPM56011,3
CZPM56031,3
CZPM57211,3
CZPM58021,6
CZPM59221,3
CZPOM18100,9
CZPS47021,1
CZPS49211,1
CZPS49231,1
CZPS50421,6
CZPS52111,3
CZPW49131,3
CZSA40511,1
CZSA45021,1
CZSAA15150,3
CZSAA17100,3
CZSAM16110,3
CZSAM16120,6
CZSAM16160,3
CZSAM16210,6
CZSAM16522,3
CZSAM17100,6
CZSAM18130,12
CZSAM18210,3
CZSAM18300,3
CZSAS16410,3
CZSAS17100,6
CZSAS17500,3
CZSAS18200,4
CZSAS19400,3
CZSAW15100,3
CZSAW16320,3
CZSAW16331,3
CZSAW17110,3
CZSAW18100,12
CZSAW18320,3
CZSCM18100,6
CZSCM18610,3
CZSCM18630,3
CZSM50241,3
CZSM50331,3
CZSM51011,3
CZSM52011,3
CZSM52611,3
CZSM53411,3
CZSS48011,1
CZSS50211,6
CZTA40311,1
CZTA40321,1
CZTA45111,1
CZTA45121,1
CZTAA16200,6
CZTAA17100,3
CZTAA17120,6
CZTAA19100,6
CZTAM16005,6
CZTAM16006,3
CZTAM16120,6
CZTAM16300,6
CZTAM16320,3
CZTAM16901,15
CZTAM17200,18
CZTAM17320,9
CZTAM17400,6
CZTAM17410,6
CZTAM17500,21
CZTAM17501,3
CZTAM18310,12
CZTAM18600,9
CZTAM19200,9
CZTAM19500,3
CZTAS17100,6
CZTAS17200,9
CZTAS18200,6
CZTAW19200,6
CZTM40521,1
CZTM40821,1
CZTM43411,1
CZTM43431,1
CZTM43641,1
CZTM43831,1
CZTM43911,1
CZTM44011,1
CZTM45511,1
CZTM48331,1
CZTM48341,1
CZTM51131,3
CZTM51411,3
CZTM52111,6
CZTM52211,3
CZTM52321,3
CZTM52421,3
CZTS50121,3
CZTS55011,3
CZUA40111,1
CZUAM17200,6
CZUAM18900,6
CZUBA16110,6
CZUBS16001,6
CZUBS16004,3
CZUBW16100,3
CZUCW15301,6
CZUCW15401,16
CZUCW15610,3
CZUCW15901,3
CZUCW16310,3
CZUCW17300,6
CZUCW17310,28
CZUCW17800,6
CZUCW17811,6
CZUCW18300,15
CZUDA19110,3
CZUDW16500,8
CZUM49011,1
CZUM52231,6
CZUM55111,3
CZUM55131,3
CZUS49211,1
CZUS50111,3
CZUW46511,1
CZVAW17100,6
CZWAM16002,6
CZWAM17100,6
CZWAM17300,6
CZWAM19300,6
CZWAM19310,6
CZWAS16004,6
CZWAS19110,6
CZWAS19120,6
CZWAW15204,6
CZWAW15600,6
CZWAW16402,3
CZWAW16810,6
CZWAW17100,9
CZWAW18240,3
CZWAW18500,15
CZWAW19220,6
CZWAW19300,9
CZWAW19370,6
CZWAW19440,6
CZWS40311,1
CZWS50411,3
CZWS50511,3
CZWS51211,6
CZWW40121,1
CZWW41121,1
CZWW44621,1
CZWW44811,1
CZWW45011,1
CZWW45021,1
CZZ1X15101,8
CZZ1X15561,3
CZZ1X15851,4
CZZ1X16800,3
DA1BX17002,6
DA1BX17704,6
DA1BX17712,3
